Tweet ID,Username,Content,Created At,User Location,Country
1119748100879310848,DreamAbsinthe,"Seems 2 b coming quicker thn the scientists predicted.I remember reading 'On the Beach' &amp; thinking tht nuclear would b the 'thing' tht would b 'the end'.But,Climate Change is 'that' nuclear; except 'slower'.Not taking in2 account the quickly approaching, 'time' whn it'll b 2 late",2019-04-20 23:42:05+00:00,Model~Roma~N.Y.~Paris,France
1119747899968098306,Oismur,@stressandeffort @Niall_Boylan If you think. I have been to alot of protests. I believe in protests I think they encourage people to have interest. I have many times marched for climate change issues and never did i come across this behaviour. I disagree with this type of protest for many reasons not just one.,2019-04-20 23:41:17+00:00,Republic of Cork 🔴⚪️,Ireland
1119746285861593089,PaulReadGB,"Right then you lot, we've had quite enough of this climate change bollocks. Away you go back home....

#NightAll https://t.co/7KAPOILEOR",2019-04-20 23:34:53+00:00,"North Yorkshire, not Spain",Spain
1119745259016282113,spothvegr,"#Climate #change: Where we are in seven #charts and what you can do to help 🆘🌍🔥🌡
https://t.co/H1xQI5huqx",2019-04-20 23:30:48+00:00,Athens,Greece
1119745093592911873,annemariayritys,"Why does climate change have powerful direct and indirect impacts on human life? https://t.co/nb9jeqOkzU
#climatechange #climateaction https://t.co/MCgy4oyfXV",2019-04-20 23:30:08+00:00,"Tampere, Finland",Finland
1119742341210943488,RonPatton1,"BBC News - Extinction Rebellion: Climate protests 'diverting' London police https://t.co/Dk4aMYmXHN
Time for a change now that  the Tories have not a clue on how to manage properly anything that they put their hands to.",2019-04-20 23:19:12+00:00,Ireland,Ireland
1119741163152527360,ThoThalAT,Ending #climate change requires the end of #capitalism. Have we got the stomach for it? | Phil McDuff https://t.co/G90jrkKx1B,2019-04-20 23:14:31+00:00,Wien Berlin,Germany
1119739057070837762,annemariayritys,"Why is deforestation causing climate change and global warming?
https://t.co/nb9jeqOkzU
#climatechange #climateaction https://t.co/SzdJX9R5o5",2019-04-20 23:06:09+00:00,"Tampere, Finland",Finland
1119736801155928066,singer_guitaris,"The animal will die

 #ClimateChange 

https://t.co/JCWk38PuW8",2019-04-20 22:57:11+00:00,"Nieuwmarkt/Lastage, Amsterdam",Netherlands
1119734590753726464,annemariayritys,"Why are vulnerable ecosystems in the Arctic being threatened by climate change? https://t.co/ghgHOKuPXT
#climatechange #climateaction https://t.co/rQxCBhYXxY",2019-04-20 22:48:24+00:00,"Tampere, Finland",Finland
1119734278789767169,sfdcullen,I strongly believe the only way to defeat climate change is through the noble art of debating,2019-04-20 22:47:10+00:00,Ireland,Ireland
1119734067661033472,teachersforfut1,"Flight attendants know climate change is real

#stay on the ground ✈️",2019-04-20 22:46:20+00:00,Germany,Germany
1119732539147587584,StefanBNilsson,Greta Thunberg to appear in David Attenborough climate change film | Schoolgirl activist features in BBC documentary about global warming future - Radio Times https://t.co/pD9v1SDD2e,2019-04-20 22:40:15+00:00,Stockholm,Sweden
1119583698876346368,MarcBettinelli,"Premières tensions à proximité de République. Des barricades, un cocktail molotov, et beaucoup de gaz lacrymogène #giletsjaunes #paris #acte23 https://t.co/mBgb15tKhS",2019-04-20 12:48:49+00:00,Paris,France
1119730938076901376,teachersforfut1,Climate change is our reality..,2019-04-20 22:33:53+00:00,Germany,Germany
1119730089334312962,sgc58,Waste Not! Want Not! Week 20…Food Waste and Climate Change… https://t.co/KAcxoFNTIE,2019-04-20 22:30:31+00:00,East Coast of Ireland,Ireland
1119728757370163202,annemariayritys,"How do clean technologies help us tackle climate change?https://t.co/nb9jeqOkzU
#climatechange #climateaction https://t.co/sVnQs2lDW6",2019-04-20 22:25:13+00:00,"Tampere, Finland",Finland
1119727949681516549,mpukita,"WATCH: Actress Emma Thompson Flies 5,400 Miles To Give Speech On Climate Change, Rails Against ""Hypocrisy""
.
.
https://t.co/frrcTeWrNq https://t.co/Hho076rxku",2019-04-20 22:22:01+00:00,"Dublin, OH",Ireland
1119727780349005826,asdfghannaah,The irony of people being arrested for a protest about climate change. No one will be here to arrest anyone if we don't help the planet.,2019-04-20 22:21:21+00:00,Northern Ireland,Ireland
1116850799068446722,annemariayritys,"What Happens When Arctic Glaciers &amp; Permafrost Diminish? Learn more here: https://t.co/yQenBrbWzp
#climatechange #climateaction https://t.co/Gr1YGCw9Oh",2019-04-12 23:49:15+00:00,"Tampere, Finland",Finland
1116850536870027264,ArielBlocker,"Student climate change protests: best of the banners - in pictures

https://t.co/lSKmfutumd",2019-04-12 23:48:12+00:00,Lyon (France),France
1116850167561506816,LNBDublin,"@carolynmoore_ie @google__ads @magpie839 I met with the president of the Marshall Islands, a country literally facing obliteration due to climate change, they didnt cause this, alone, they certainly wont fix it, but they are implementing radical climate action &amp; shifting to renewables, it's called collective action.",2019-04-12 23:46:44+00:00,Dublin,Ireland
1116849942436257792,do_you_cli_fi_,"@atpower111 @RyanMaue Yes just fiction I agree. Jesus is fiction, God is fiction, nationhood is fiction, so too with man made climate change. Pure fiction all. I quite agree. Cheers from TAiwan, dan",2019-04-12 23:45:51+00:00,"Paris, France",France
1116849703352709120,deebeeheych,Pretty much what David Attenbough is saying in the 6 min short! Stop pissing about with cotton buds &amp; straws!!! #ClimateAction #ClimateChange,2019-04-12 23:44:54+00:00,"Dublin, Glasgow, Scotland",Ireland
1116848223635816448,SalomonOli,‘Roadmap to 2050’ Shows How Humanity Can Reach 86 Percent Clean Energy https://t.co/JQP3iuTZR8 #Innovation #climatechange #renewables https://t.co/vaz4DWe1um,2019-04-12 23:39:01+00:00,"Courbevoie, France",France
1116847650685501445,markcha,Investors are taking climate change seriously but many aren't thinking about how to stop it. They are trying to profit from malaria in Tennessee and from farmland rendered useless by drought. Great long read https://t.co/OEIq2sv2W4,2019-04-12 23:36:44+00:00,"Wexford, Ireland",Ireland
1116846491052728320,deebeeheych,What we do in the next 10 years will determine the next 1000! Take 6 mins PLEASE &amp; watch this! #climatechange  #saveourplanet #climatechangestrike https://t.co/zbtxkP0ldQ,2019-04-12 23:32:08+00:00,"Dublin, Glasgow, Scotland",Ireland
1116846011706683393,annemariayritys,"Why Does Arctic Ice Extent Decrease? Learn more here: https://t.co/qZGKoBq9Ch
#climatechange #climateaction https://t.co/uMcPM4X5nA",2019-04-12 23:30:13+00:00,"Tampere, Finland",Finland
1116845906878455809,jeffrey_deering,"I never got an answer to how environmental pollution, deforestation, habitat destruction, climate change, and animal exploitation &amp; cruelty work both ways🤔",2019-04-12 23:29:48+00:00,"Fingal, Ireland",Ireland
1116843824939016193,EurekaMag,The Critical Role of Markets in Climate Change Adaptation https://t.co/DkQluFlwjR #eurekamag,2019-04-12 23:21:32+00:00,Tallinn,Estonia
1116840949857099776,AndrejDrapal,Social #constructivism seen through #hate #speech and #climate #change agenda should be considered as major threat to human #civilization at the moment. https://t.co/jYonGdMYVt,2019-04-12 23:10:07+00:00,Ljubljana,Slovenia
1116839972592660481,annemariayritys,"Why is Methane a Climate Forcing? Learn more here: https://t.co/UaGluEI6uo
#climatechange #climateaction https://t.co/F7hnBYXlQm",2019-04-12 23:06:14+00:00,"Tampere, Finland",Finland
1116838515969601536,vilnis11,"Across the UK, young people strike for action on climate change https://t.co/UyrH9j46X7 via @vilnis11 #marketing https://t.co/NY9EC3xQoV",2019-04-12 23:00:26+00:00,"Riga, Latvia",Latvia
1116835425367351297,annemariayritys,"PROTECT THE ARCTIC! 
https://t.co/ghgHOKuPXT
#climatechange #climateaction https://t.co/LXwkbkTeAQ",2019-04-12 22:48:09+00:00,"Tampere, Finland",Finland
1116835417901412352,stefanomoncada,Friends of the Earth Malta climate change movie night. Thank you Nastia Finkel!,2019-04-12 22:48:08+00:00,Malta,Malta
1116805589911388162,NetflixUK,"now that we've had a good cry all together at Gogglebox, here's a BTS look at the walrus scene which was just as difficult to shoot as you'd imagine https://t.co/BRgEP6YRZQ",2019-04-12 20:49:36+00:00,UK & Ireland,Ireland
1116834630362107905,EIB,"Latin America &amp; Caribbean are key regions where alongside its partners @the_IDB  and @EUAID, the EU Bank boosts development &amp; helps tackle #climatechange and #adaptation with projects like the Bogotá &amp; Quito metros 🌎 
#IMFMeetings #WBGMeetings #EUatSpringMeetings https://t.co/UahMJPup0R",2019-04-12 22:45:00+00:00,Luxembourg,Luxembourg
1116833242001420289,cecelia_fabian,"@GameEnders_ @nytimes If she wanted the Dems to win in2020. She had some obscure movie on twitter claiming climate change caused immigration, not that she’s going to,listen to me.",2019-04-12 22:39:29+00:00,"South Lyon, Mi",France
1116832578470928384,PosseList,Economists have workable policy ideas for addressing climate change. But what if they’re politically impossible? https://t.co/2ZeAcnmM5o,2019-04-12 22:36:51+00:00,"Washington, DC ▪️Paris, France",France
1116832505884229632,ProjectCounsel,Economists have workable policy ideas for addressing climate change. But what if they’re politically impossible? https://t.co/lJV25hML6J,2019-04-12 22:36:33+00:00,HQ: Paris. Offices in: Rome • Barcelona • Washington D.C.,France
1116832308106014720,cecelia_fabian,"@GameEnders_ @nytimes Look at it this way, she’s the first person who came up with any game plan for climate change. All of that isn’t going to happen anyway, and the Senate is going to tone it down dramatically if they accept anything at all. I actually wrote her and told her to calm it down a bit",2019-04-12 22:35:46+00:00,"South Lyon, Mi",France
1116831627714473984,RasDev,Avert Mass Extinctions &amp; Climate Change With Green New Deal Ideals https://t.co/0RoWfGV2Pt,2019-04-12 22:33:04+00:00,LA • SF • CHI • Naples,Italy
1116830194759872512,DannnnnnnnYm,https://t.co/0qzrr3yHcZ. Every little change helps when fighting climate change. Even a small change to your lifestyle can have a massive positive impact on our environment #MG334,2019-04-12 22:27:22+00:00,Dublin ,Ireland
1117939065012224000,UnitedARacism,Question: What other strong political  position do many of the climate change denying politicians have?,2019-04-15 23:53:38+00:00,Ireland,Ireland
1117937949168025607,annemariayritys,"Make Climate Action Your Top Priority: https://t.co/JpsXLK8c3D
#climatechange #climateaction",2019-04-15 23:49:12+00:00,"Tampere, Finland",Finland
1117937056515276800,BognardYogu,"@SithGamiing @Traveller800 @Shell_UKLtd Good! Cause our ecosystems around the world aren‘t left or right either. They just need to exist. Climate science isn‘t political, it‘s simply been politicized by the fossil fuel industry which does not want to change.",2019-04-15 23:45:39+00:00,"Berlin, Germany",Germany
1117933156706004997,annemariayritys,"Marine Energy Market In Its Infancy: https://t.co/hdqVi0y6kF
#climatechange #climateaction https://t.co/aGNsAlhFfb",2019-04-15 23:30:09+00:00,"Tampere, Finland",Finland
1117932993580953600,DavidASachs,"Also here is a group called @ExtinctionR (Extinction Rebellion). It's a peaceful die-in against climate change purveyors.

https://t.co/gSW8mxSxED https://t.co/avsU2Yb8Fi",2019-04-15 23:29:30+00:00,"Barcelona, Spain",Spain
1117932514826493954,Marcusdstewart,@bitcoinbroad @ScottAdamsSays @nypost Solving climate change while taking next gen nuclear off the table is more dangerous and more expensive. As @JesseJenkins has well documented in his works on costs and grid stability.,2019-04-15 23:27:36+00:00,"Dublin City, Ireland",Ireland
1117932129726488577,Queendode,"@SenSanders 
#ClimateChange is a #Hoax! You’re brainwashing your followers!
https://t.co/L5copFQpL5",2019-04-15 23:26:04+00:00,"Naples, FL",Italy
1117929885010362369,AnjaLeetz,"@Bartapest Closing our eyes is not a solution if we want to change our collective behavior and the world we live in, awareness and knowledge are good,  but without action useless.#climate #biodiversity #species loss #pollution",2019-04-15 23:17:09+00:00,Germany,Germany
1117929352602238976,JustTheEngineer,@GaryFox16 @Andrew9Boswell @ExtinctionR @NorwichXr @GreenRupertRead @GeorgeMonbiot @GretaThunberg @AlexandriaV2005 @robertpossnett1 @xr_cambridge @jon_bartley @GreenJennyJones Your point being? It's well established that we have a far greater impact on climate change.,2019-04-15 23:15:02+00:00,"Geluwe, Belgium",Belgium
1117928411484258304,mark_vernooij,Carbon-capture machines are needed to solve climate change. This man came up with the idea. https://t.co/czsMZ9uVon RT techreview,2019-04-15 23:11:18+00:00,"Amsterdam, The Netherlands",Netherlands
1117927115394113537,annemariayritys,"What can individual consumers do to combat climate change?
https://t.co/nb9jeqOkzU
#climatechange #climateaction https://t.co/hUI5P0pasv",2019-04-15 23:06:09+00:00,"Tampere, Finland",Finland
1117926063106134016,ReisAgainst,"Also: ""Our favourite 'Game Of Thrones is actually about Climate Change' Hot Take doesn't scan anymore and that says something about the show's quality"" https://t.co/uXHQT1IG1S",2019-04-15 23:01:58+00:00,"Berlin, Germany",Germany
1117923671417466880,vinkjohn,"BELGIUM, Brussels. 21/02/2019: The 7th 'Youth for Climate Change' demonstration by school skipping students who put pressure on the government to come up with radical changes in… https://t.co/eSOu75BqSM",2019-04-15 22:52:27+00:00,"Brussels, Belgium",Belgium
1117923248291893248,Dervi_98,"honestly my generation across the world, not just our french confrères are dealing with so much shit:
- terrorism
- climate change 
- political unrest (brexit, trump, north korea, countless other dystopian countries)
- work, financial insecurity 
- miscellaneous destruction",2019-04-15 22:50:47+00:00,"Angers, France",France
1117922594358005763,annemariayritys,"""Keep close to nature´s heart and break clear away. Wash your spirit clean"". ~John Muir https://t.co/8avG7MVS0E
#climatechange #climateaction https://t.co/T5JtoodCyA",2019-04-15 22:48:11+00:00,"Tampere, Finland",Finland
1121561834190979072,annemariayritys,"NGO´s Urge Shift To 100% Renewable Energy: https://t.co/8Z53igdfW5
#climatechange #climateaction https://t.co/RT5ZtHpefE",2019-04-25 23:49:13+00:00,"Tampere, Finland",Finland
1121560332953161728,tomdoorley,It would be much easier to take Brexiteers seriously if they didn't pander to hedge fund interests and those who deny climate change. #bbcqt,2019-04-25 23:43:15+00:00,Cork/Waterford border,Ireland
1121559135001161728,musiikkia,"This is devastating 😢
#ClimateChange https://t.co/ZGCLjoZt0B",2019-04-25 23:38:30+00:00,Finland,Finland
1121559061911232512,YeSecondPost,"Giving up, or drastically cutting back, meat and dairy is the easiest and most effective thing people can do to help the environment and combat climate change. But you rail against single-use plastic on election posters cos that's the real issue facing our survival as humans.",2019-04-25 23:38:12+00:00,"Dublin, Ireland",Ireland
1121557638095839232,BSICBocconi,"Central banks take up the climate change challenge: Slowly, they are recognising that global warming is a financial stability risk https://t.co/5XpfPYx59o",2019-04-25 23:32:33+00:00,"Milan, Italy",Italy
1121557062297821184,annemariayritys,"Sustainability is a Matter of Wise(r) Choices: https://t.co/D16mVQ74wh
#climatechange #climateaction https://t.co/SKmWtYITxV",2019-04-25 23:30:15+00:00,"Tampere, Finland",Finland
1121555135476502529,Fricat,Liam dumbass Fox accused of 'legitimising' climate change denial https://t.co/8m96gJQlhS,2019-04-25 23:22:36+00:00,"Dingle, Ireland",Ireland
1121554222057709568,arlenstawasz,Exciting resilience planning for Moakley Park - nice work @stosslu @one_arch_urb @KleinfelderHQ @WoodsHoleGroup - looking forward to seeing this great project realized. #recordontheroad #climatechange #resilientdesign https://t.co/lOiedZbMjE,2019-04-25 23:18:58+00:00,"Berlin, Germany",Germany
1121553777050492928,normile,The most inarguable and well-formed speech I've heard on climate change. @GretaThunberg is a leader at 16. Silver linings.,2019-04-25 23:17:12+00:00,"Dublin, Ireland",Ireland
1121553512029130754,thegarydoyle,"Conservatives when students rally against climate change: stupid kids with their unimportant opinions won’t change anything 

Conservatives when students get a shitty lecturer fired: I can’t believe these SNOWFLAKES are DESTROYING free speech",2019-04-25 23:16:09+00:00,Ireland,Ireland
1121553097158008833,anneramsey740,@GJuliagoode @JohnRentoul @marydejevsky @IndyVoices So the world is just fine and dandy and we aren’t going to hell in a hand basket. Great news those climate change scientists who aren’t in collusion with the fossil fuel industry know nothing. I can go out and buy a monster truck and start driving it to work instead of cycling.,2019-04-25 23:14:30+00:00,"Belfast, Northern Ireland",Ireland
1121552492255485952,ricard_sole,"Conventional approaches to climate change are not working. Can we define ""Sensitive Intervention Points"" that exploit amplification mechanisms in socioeconomic, technological, and political systems? Here's a proposal by Doyne Farmer &amp; co. https://t.co/o1qvzq9J5S @UPFBarcelona https://t.co/jdlo6WEM8S",2019-04-25 23:12:06+00:00,"Barcelona, Krakozhia #1Octubre",Spain
1121551449773703168,alexforeurope,@dcminx @spidernick @sazmeister88 @KazzaTW @Andrew_Adonis @MollyMEP @catherinemep @LibDems @GreenKeithMEP @TheGreenParty @CarolineLucas @UKLabour Is really useful to have this dialogue: thank you. Greens are the UK’s largest remain party in the European Parliament so if you want to send the remain message and have MEPs that are serious about climate change and inequality then you’ve come to the right place for the Euros.,2019-04-25 23:07:57+00:00,Morillon via Paris & Brighton,France
1121550996457566208,annemariayritys,"What is the EU doing to tackle climate change?
https://t.co/nb9jeqOkzU
#climatechange #climateaction https://t.co/1bhrFRaOZy",2019-04-25 23:06:09+00:00,"Tampere, Finland",Finland
1121550198919110656,anacamposdesign,No no no!!!!! Can Exxon Mobil Protect Mozambique From Climate Change? #climateaction  https://t.co/kpasN8raZO,2019-04-25 23:02:59+00:00,Portugal,Portugal
1121550153263894528,haaohaoo,"Germany has a plan to quit coal use completely by 2038, as part of efforts to fight #climatechange https://t.co/fB1SOq4QME",2019-04-25 23:02:48+00:00,"Brussels, Belgium",Belgium
1121549640489476096,Luke4811,Populism schmopulism  lazy dilletantes discussing climate change as an irritant can't wait for acid rain to fuck them over ! @bbcthisweek,2019-04-25 23:00:46+00:00,Dublin ,Ireland
1121549595006443521,SurvivalTopGear,17 Powerful Books About Climate Change - BuzzFeed News https://t.co/hfaOryPz5I via @survivaltopgear #end #of #the #world,2019-04-25 23:00:35+00:00,The Netherlands,Netherlands
1121549472281112577,__arran_,"@ClaireGlazer @LaceyDermot @bbcquestiontime Same guy as the ""Climate change is mainly China's fault"" dude.",2019-04-25 23:00:06+00:00,London via Dublin via London,Ireland
1120837840752074752,Dynsel16,"There is a war between Nature and Mankind, and whoever wins, we lose. #climatechange",2019-04-23 23:52:20+00:00,Spain,Spain
1120837091338924034,annemariayritys,"What kind of impacts does climate change have upon migratory species?
https://t.co/ghgHOKuPXT
#climatechange #climateaction https://t.co/XfvMIPh1Hg",2019-04-23 23:49:21+00:00,"Tampere, Finland",Finland
1120699464262606851,deGourlay,This from the guy who wanted to reopen the coal mines. He is so transparent. I'm amazed there are still 20% or so of voters who can't see through him.,2019-04-23 14:42:28+00:00,"Picardie, France",France
1120835353953415168,lisabren1978,@realDonaldTrump Climate change action now you total ignoramous 😡,2019-04-23 23:42:27+00:00,"Cork, Ireland",Ireland
1120835092438503424,lisabren1978,@realDonaldTrump Climate Change action now Mr President. You total Ignoramous 😡,2019-04-23 23:41:24+00:00,"Cork, Ireland",Ireland
1120832268531056641,annemariayritys,"Why is soil degradation such a serious environmental problem?
https://t.co/nb9jeqOkzU
#climatechange #climateaction https://t.co/ouwD0xylk3",2019-04-23 23:30:11+00:00,"Tampere, Finland",Finland
1120831893015015425,AKA_KevLeech19,@ChristianPeyton @BKellier Hopefully climate change kills us before that happens,2019-04-23 23:28:42+00:00,"Dublin City, Ireland",Ireland
1120829458531913730,UrbanoReviglio,Why humans are so bad at thinking about #climatechange??? #mustwatch #savetheplanet #nudging https://t.co/S7CGZreu0q di @YouTube,2019-04-23 23:19:01+00:00,"Florence, Italy",Italy
1120826698453458944,Brian_dub_,"@jackappleby There’s people protesting to get governments to help save the planet and stop climate change...I say let it happen, speed it up in fact. The sweet embrace of global annihilation is something to look forward to so this type of nonsense stops",2019-04-23 23:08:03+00:00,"Dublin,Ireland",Ireland
1120826292868399110,TheHolyWeasel,"@iainmartin1 What contributes more to future generations do you think? Raising the issue of climate change that threatens the existence of future generations to politicians, or writing about Brexit for three years on the internet?",2019-04-23 23:06:26+00:00,"Brussels, Belgium",Belgium
1120826229643456512,annemariayritys,"How Cleantech Investments Bring Significant Benefits in Tackling Climate Change: https://t.co/7z78rXVLRj
#climatechange #climateaction https://t.co/FyYE0XHeOr",2019-04-23 23:06:11+00:00,"Tampere, Finland",Finland
1120825302752669696,larakeller1937,"@MarkHolden67 @Tigerma68885759 @BurtyBird @th_understory @GeorgeMonbiot @GretaThunberg In a specific circumstances obsession leading to justified binary thinking is very good. Climate change science is a large subject, understanding it requires focus, and does lead to appreciating the apocalyptic black and white consequences of complacency. &gt;",2019-04-23 23:02:30+00:00,"Berlin, Germany",Germany
1120825073512996866,dublinpage,What Some LE19 Candidates Say They'll Do To Help Tackle Climate Change – Dublin Inquirer https://t.co/EF1ZRsyn96,2019-04-23 23:01:36+00:00,Dublin,Ireland
1120825022707376130,martoiu,"Climate change makes poor countries poorer, widening global inequality, researchers say https://t.co/mRhFL0ijCk
That's why conservatives are against measures to reverse climate change. https://t.co/2MDhSxhaTW",2019-04-23 23:01:23+00:00,Rotterdam,Netherlands
1120824767328739329,JayLeePatterson,"@PhilMcGroin8 @stitchlily @spikedonline 97% of the world’s scientists concur that climate change is a very real threat.  

What’s threatening you so much about the climate change claims?",2019-04-23 23:00:23+00:00,"Alsace, France",France
1120824661342916608,IWantToBeFree12,@Askadare @Marielind @BarackObama @GretaThunberg I think that the amount of ppl who striked against climate change/emissions can be counted in millions over the whole world. But one Swedish girl is suddenly famous. For what? Maybe I don't understand something and Sweden has the best social elevator in the world?,2019-04-23 22:59:57+00:00,Sweden,Sweden
1118665440132259842,Advocate0914,@ericfisher Gross. Viva climate change.😵😒😞,2019-04-17 23:59:59+00:00,"Berlin, Germany",Germany
1118663396478607361,peanut_astro,"@profsked Climate Change?

https://t.co/htLcg681ho",2019-04-17 23:51:52+00:00," Dorset, Ireland, Colorado. ",Ireland
1118663253683507201,MyFrogCroaked,Really fascinating talk! @ConservOptimism #ClimateChange #environment #scicomm,2019-04-17 23:51:18+00:00,"DC, NJ, Honduras, UK & France",France
1118662712832163840,annemariayritys,"Why is resilience so important in terms of tackling climate change?
https://t.co/MPVLDEnDkE
#climatechange #climateaction https://t.co/HWJrr18LwC",2019-04-17 23:49:09+00:00,"Tampere, Finland",Finland
1118662114657357824,peanut_astro,"@SirTrevSkint Nothing to do with climate change. Read this

https://t.co/htLcg681ho",2019-04-17 23:46:46+00:00," Dorset, Ireland, Colorado. ",Ireland
1118661312970620928,toffanin,"""Climate Change: New York City Buildings to Face Greenhouse Gas Limits"" by WILLIAM NEUMAN via NYT https://t.co/psjStKt5a8 https://t.co/Ci0GZDdEU5",2019-04-17 23:43:35+00:00,"Italy, Europe and worldwide",Italy
1118661188148178944,stevebaynes,We need a #GreenNewDeal in #Finland also! We need #ClimateActionNow. #climatechange #ilmastonmuutos,2019-04-17 23:43:05+00:00,"Helsinki, Finland",Finland
1118660800623861761,peanut_astro,@TheaDickinson These people are left wing extremists using climate change as an excuse the cause disruption. They are anarchists.,2019-04-17 23:41:33+00:00," Dorset, Ireland, Colorado. ",Ireland
1118660695942402049,migasocial,"@nowthisnews Yes, @GretaThunberg knows that there is something even more fragile than #NotreDame on fire , and  it is our World, our Common Home 🌍 #climatestrike #strike4climate 🔥 #FridaysForFuture #climatechange #LaudatoSi https://t.co/bBjTwMUXDa",2019-04-17 23:41:08+00:00,"Madrid, Spagna",Spain
1118659267148443648,BrendanCarton,"""Mark Carney, the governor of the Bank of England, along with the governor of France’s central bank, Villeroy de Galhau, has written an article for the Guardian warning banks and insurers that climate change threatens them too. In the wallet."" https://t.co/CVuOrDGh85",2019-04-17 23:35:27+00:00,"Galway, Ireland",Ireland
1118658839065141248,BrentEpperson,"1/2 En route to San Diego for the Western Political Science Association Conference, where I'm presenting a paper on the Carbon Tax in Alberta. The theme is the ""politics of climate change."" It's interesting timing, following the AB election outcome. #ABElection2019  #ABpoli",2019-04-17 23:33:45+00:00,"Luxembourg City, Luxembourg",Luxembourg
1118657947129794560,annemariayritys,"Why Are Our Oceans Becoming More Acidic? Learn more here: 
https://t.co/aLZ06aIMlj
#climatechange #climateaction https://t.co/HcWO7a2Q3Y",2019-04-17 23:30:12+00:00,"Tampere, Finland",Finland
1118656470415863809,stefanosfotiou,"Here is how #California cuts global warming emissions, and creates new jobs through the electrification of trucks and buse
#EV #electricvehicles #ClimateChange

https://t.co/rJ9yX2h84v",2019-04-17 23:24:20+00:00,"Rome, Italy",Italy
1118475343176896513,tomasinsua,"Two climate heroes meet. Two generations coming together to call for intergenerational justice. #ClimateStrike 

Such a blessing to be their translator today. https://t.co/5cttXYJZ8R",2019-04-17 11:24:36+00:00,"Rome, Italy",Italy
1118653250184597504,DubLoony,"Very handy guide on #climatechange
True to form at home @FineGael EP group @EPP rating is appalling.",2019-04-17 23:11:33+00:00,"Dublin City, Ireland",Ireland
1118624700001918977,foodsecurity_IE,"New ranking shows that most political groups in @Europarl_EN fail on #climatechange. Check out which Irish MEPs act as Defenders 🦸‍♀️, Delayers🐌 or Dinosaurs 🦖before voting in #EUelections2019 https://t.co/4iuKIHfz38

[Spoiler alert: @FineGael aligned @EPPGroup are 🦖] https://t.co/Trma3XGwMi",2019-04-17 21:18:06+00:00,"Dublin City, Ireland",Ireland
1118653059016613888,fluidfox9,"@BBCNewsnight @MiftyJackson @ChrisGPackham Wow newsnight, I cant imagine the leave campaign approved this tweet. They would be climate change deniers. You better check with Mr Banks.",2019-04-17 23:10:47+00:00,"Northern Ireland, United Kingd",Ireland
1118651900654702595,annemariayritys,"""Love is flower like. Friendship is like a sheltering tree"". ~S.T.Coleridge https://t.co/MPVLDEnDkE
#climatechange #climateaction https://t.co/ESpZeSP1mp",2019-04-17 23:06:11+00:00,"Tampere, Finland",Finland
1118623983874838528,werdasliestist,"@ExtinctionR Rebels then celebrated their victory by marching, drumming, chanting in a parade on and all around #ParliamentSquare - together with some (already or soon to be) extinct animals.

#ExtinctionRebellion #InternationalRebellion #RebelForLife #ActNow #London #L1704 @ExtinctionR https://t.co/6bzYOdkDzG",2019-04-17 21:15:15+00:00,Berlin,Germany
1118651435028291584,westcorksydney,@Kate_McClymont Has Australia at all noticed what the rest of the world is doing on climate change and how it is viewed? What planet exactly do they think they are on?,2019-04-17 23:04:20+00:00,Cork Ireland ex Sydney,Ireland
1118650296455041024,EeyoreIRL,@JediofGallifrey I don't think they'll try Inslee because he wants to seriously battle climate change and that's verboten among the corporate donors.,2019-04-17 22:59:48+00:00,Germany,Germany
1118649792354189312,asmith2306,@Sup3rFly88 @beccyelizabeth @JeremyClarkson Londoners you mean.  Unfortunately climate change will have a bigger impact on their lives than these protests.,2019-04-17 22:57:48+00:00,Ireland,Ireland
1118649572690202624,JMU_EUPS,"Wake up! Forget Brexit and focus on climate change, Greta Thunberg tells the #EU  https://t.co/gM5Ko2FhwP",2019-04-17 22:56:56+00:00,"Florence, Italy",Italy
1119390203104387073,Cv2evn,U.S. Nuclear Power Plants Weren’t Built for Climate Change https://t.co/1gj7hAbNGD,2019-04-19 23:59:56+00:00,"Raseborg, Finland",Finland
1119389867643944963,GreenThaifood,"@AarneClimate @TricksyRaccoon @GretaThunberg How can 7 billion people living like that?

#GretaThunberg #climatestrike #ClimateChange #ClimateChangeTheFacts",2019-04-19 23:58:36+00:00,"Bangkok Thailand, Helsinki Fin",Finland
1119388849795366918,ThomasWillner,Watch our chief environmental officer LucasJoppa discuss the moves Microsoft is making to act on climate change: https://t.co/TRZ62Ivb1u via YahooFinance #SharePoint #Office365,2019-04-19 23:54:33+00:00,Germany,Germany
1119387957671206912,goodclimate,Dreda Say-Mitchell has almost the same take on climate change protests as Nick Ferrari but adds that they're racist.,2019-04-19 23:51:00+00:00,"Quartier Nord-Est, Brussels",Belgium
1119387499506352129,annemariayritys,"Why Greenhouse Gas Reservoirs Are Important in Combating Climate Change:  https://t.co/VOKNbKxUxI
#climatechange #climateaction https://t.co/0xpqxVRrRp",2019-04-19 23:49:11+00:00,"Tampere, Finland",Finland
1119386769018052613,mickwall,"@sendboyle Unfortunately @sendboyle most politicians only see climate change as a means of raising taxes. There will be a carbon tax, there will be no real measures to combat climate change. Once again punishing the poorest in society.",2019-04-19 23:46:17+00:00,"Waterford, Ireland",Ireland
